TITLE,Computer Science,Physics,Mathematics,Statistics
Learning Features from Co-occurrences: A Theoretical Analysis,1,0,1,1
Training Deep Networks without Learning Rates Through Coin Betting,1,0,1,1
Fixed effects testing in high-dimensional linear mixed models,1,0,1,1
Larger is Better: The Effect of Learning Rates Enjoyed by Stochastic Optimization with Progressive Variance Reduction,1,0,1,1
Interaction-Based Distributed Learning in Cyber-Physical and Social Networks,1,0,1,1
Stochastic Subsampling for Factorizing Huge Matrices,1,0,1,1
On the Dynamics of Deterministic Epidemic Propagation over Networks,1,1,1,0
Approximate Supermodularity Bounds for Experimental Design,1,0,1,1
Distributed Learning for Cooperative Inference,1,0,1,1
Parameter and State Estimation in Queues and Related Stochastic Models: A Bibliography,1,0,1,1
Construction of and efficient sampling from the simplicial configuration model,0,1,1,1
Bayesian Optimization with Gradients,1,0,1,1
Exact upper and lower bounds on the misclassification probability,1,0,1,1
Machine Learning of Linear Differential Equations using Gaussian Processes,1,0,1,1
Advanced reduced-order models for moisture diffusion in porous media,1,1,1,0
A general theory of singular values with applications to signal denoising,1,0,1,1
"Nearest-Neighbor Sample Compression: Efficiency, Consistency, Infinite Dimensions",1,0,1,1
Power Allocation for Full-Duplex Relay Selection in Underlay Cognitive Radio Networks: Coherent versus Non-Coherent Scenarios,1,0,1,1
Duality of Graphical Models and Tensor Networks,1,0,1,1
Inertia-Constrained Pixel-by-Pixel Nonnegative Matrix Factorisation: a Hyperspectral Unmixing Method Dealing with Intra-class Variability,1,1,0,1
The Velocity of the Propagating Wave for Spatially Coupled Systems with Applications to LDPC Codes,1,1,1,0
Accurate Bayesian Data Classification without Hyperparameter Cross-validation,1,0,1,1
A Unified Framework for Stochastic Matrix Factorization via Variance Reduction,1,0,1,1
Identifying networks with common organizational principles,1,1,0,1
Cyclic Dominance in the Spatial Coevolutionary Optional Prisoner's Dilemma Game,1,1,1,0
Stable recovery of deep linear networks under sparsity constraints,1,0,1,1
A Converse to Banach's Fixed Point Theorem and its CLS Completeness,1,0,1,1
The geometry of hypothesis testing over convex cones: Generalized likelihood tests and minimax radii,1,0,1,1
Dynamic Stochastic Approximation for Multi-stage Stochastic Optimization,1,0,1,1
An unbiased estimator for the ellipticity from image moments,0,1,1,1
Spectral estimation of the percolation transition in clustered networks,1,1,0,1
Sub-sampled Cubic Regularization for Non-convex Optimization,1,0,1,1
"Predictive Independence Testing, Predictive Conditional Independence Testing, and Predictive Graphical Modelling",1,0,1,1
"Implicit Regularization in Nonconvex Statistical Estimation: Gradient Descent Converges Linearly for Phase Retrieval, Matrix Completion and Blind Deconvolution",1,0,1,1
Lazily Adapted Constant Kinky Inference for Nonparametric Regression and Model-Reference Adaptive Control,1,0,1,1
Geometric GAN,1,1,0,1
Coalescent-based species tree estimation: a stochastic Farris transform,1,0,1,1
The Internet as Quantitative Social Science Platform: Insights from a Trillion Observations,1,1,0,1
"Trimming the Independent Fat: Sufficient Statistics, Mutual Information, and Predictability from Effective Channel States",1,1,0,1
Sharp bounds for population recovery,1,0,1,1
LocDyn: Robust Distributed Localization for Mobile Underwater Networks,1,0,1,1
Minimax Rates and Efficient Algorithms for Noisy Sorting,1,0,1,1
Learning Feature Nonlinearities with Non-Convex Regularized Binned Regression,1,0,1,1
Exponential error rates of SDP for block models: Beyond Grothendieck's inequality,1,0,1,1
Convergence Analysis of Optimization Algorithms,1,0,1,1
Crime Prediction by Data-Driven Green's Function method,1,1,0,1
Fast learning rate of deep learning via a kernel perspective,1,0,1,1
Gradient Descent Can Take Exponential Time to Escape Saddle Points,1,0,1,1
Learning Powers of Poisson Binomial Distributions,1,0,1,1
Non-convex learning via Stochastic Gradient Langevin Dynamics: a nonasymptotic analysis,1,0,1,1
From safe screening rules to working sets for faster Lasso-type solvers,1,0,1,1
The Landscape of Deep Learning Algorithms,1,0,1,1
Nonparanormal Information Estimation,1,0,1,1
A geometric approach to non-linear correlations with intrinsic scatter,0,1,1,1
Convergence Analysis of Gradient EM for Multi-component Gaussian Mixture,1,0,1,1
Nearly second-order asymptotic optimality of sequential change-point detection with one-sample updates,1,0,1,1
Do Reichenbachian Common Cause Systems of Arbitrary Finite Size Exist?,1,1,0,1
Optimal Nonparametric Inference under Quantization,1,0,1,1
On Estimation of $L_{r}$-Norms in Gaussian White Noise Models,1,0,1,1
Fully symmetric kernel quadrature,1,0,1,1
Multivariate Regression with Gross Errors on Manifold-valued Data,1,0,1,1
